date,rainfall_mm,temperature_c,humidity_pct
2024-01-01,0.5845131045564618,24.703608465279082,67.21353412167807
2024-01-02,3.391197669730071,24.03378572372955,65.4429908965708
2024-01-03,1.1063668394402013,25.66453266870769,72.85975502484158
2024-01-04,17.124483773144885,21.905573702883196,76.01039612311993
2024-01-05,6.798050777812091,26.307601633648144,77.10432129698741
2024-01-06,15.699579824980916,28.782306191995268,54.329791913441085
2024-01-07,1.612402425339278,21.141601422130613,86.93499746357877
2024-01-08,1.4884545103469196,20.634837577132895,63.36756871939584
2024-01-09,7.767649956951576,22.568344569329724,79.9455826614502
2024-01-10,4.984048168530826,19.695168579295224,57.43925439399308
2024-01-11,5.751829573528089,22.233650874412756,44.396118276150474
2024-01-12,5.014544538538925,27.59215616627529,66.4817127138372
2024-01-13,1.2773075157858182,21.204019419420636,64.38173738251167
2024-01-14,6.419119584206925,19.598016829991543,86.90868692543644
2024-01-15,2.4364162579730055,19.582823597414837,80.78264339479625
2024-01-16,1.3478505742117644,21.253371019271206,65.336782343975
2024-01-17,7.21805198626174,26.27697833427738,55.756951934846384
2024-01-18,0.11196085253968838,30.031428502805333,70.82107473076731
2024-01-19,2.7077956889058963,28.04523736448545,87.9526030585588
2024-01-20,1.7231155624381558,22.95171813362967,72.69122336546386
2024-01-21,0.45647468088739157,34.359143741819416,51.7129505504009
2024-01-22,9.64041264368097,26.680094208832013,79.71533814647232
2024-01-23,2.3574917285362877,24.018740652138465,89.78418677087345
2024-01-24,1.68286537687709,21.609487275420832,77.30719823441908
2024-01-25,1.8508251857681681,27.341409318741462,50.916394430652105
2024-01-26,11.136502569725657,28.371380103072802,69.77164842050294
2024-01-27,1.8314586688448686,30.790196902438275,70.95915446760743
2024-01-28,0.34300237449325677,29.70932504054174,76.635420162288
2024-01-29,21.46729934285557,19.644090465969683,77.11657215403056
2024-01-30,0.38989091723702307,18.820945912966586,68.75239642651493
2024-01-31,5.556040935501342,14.467577865695908,51.60165939984763
2024-02-01,4.9358764864203515,26.527010512579185,61.590013024674235
2024-02-02,1.8718114208337713,12.158843866757694,43.5988456331533
2024-02-03,5.64528711875933,17.848029477029087,76.40010238790038
2024-02-04,7.099052165318675,26.920191550909244,79.29470585371328
2024-02-05,8.227435058517017,26.882160878644815,68.93711504336899
2024-02-06,0.04323186223375762,26.249679228285085,49.76828502691592
2024-02-07,9.301348438018742,29.904601446021594,89.41764324719162
2024-02-08,7.704086030603045,22.216686147676675,58.7103921805397
2024-02-09,10.471357825496137,28.17045898629521,72.77565893334493
2024-02-10,0.7311141867063478,23.42219860379972,41.16889760590512
2024-02-11,22.052889741665442,23.01372989868007,66.65242908064556
2024-02-12,4.168644646780332,24.311595378335515,60.034782560379796
2024-02-13,2.5723708659898294,17.318529397346627,85.1027496939713
2024-02-14,22.378345529393016,25.67121008148713,52.677393514166575
2024-02-15,4.5461080312522695,22.079000965610586,72.18218660041383
2024-02-16,4.2089077860759785,16.84921507131699,71.28917160366197
2024-02-17,16.63655828291229,20.92044193298534,83.63702755074577
2024-02-18,5.973458925262296,24.787466152782677,52.179030662834634
2024-02-19,9.29532504805003,18.837381592037964,47.47059838922506
2024-02-20,1.255418373169597,23.43163740532419,89.8682273236853
2024-02-21,8.491038108451217,30.726631891349943,41.61757801219798
2024-02-22,0.6796152962869607,20.752951130488384,67.15158554215226
2024-02-23,3.1294382881129517,28.01163748545483,63.67289395105814
2024-02-24,4.450779570766188,34.56012852155071,89.11095518233545
2024-02-25,14.580251962905626,24.731778501734357,50.75927739907801
2024-02-26,7.914032933235741,20.632357366008023,45.79426016123442
2024-02-27,6.744648551076526,31.386634453439992,69.1539067438597
2024-02-28,3.316134668530574,21.592068249418176,60.14978371086496
2024-02-29,5.7107634850499025,25.23270130765221,55.144161676156216
2024-03-01,10.260421132025385,21.63607077047538,78.58749799565258
2024-03-02,5.995438895273894,22.093854109267202,83.96944710703983
2024-03-03,4.147028112539932,29.105165242870417,83.74125352657163
2024-03-04,0.20356223984716665,18.567338614018485,64.6833378618631
2024-03-05,4.346308341025358,28.47286484462431,69.72913998965134
2024-03-06,4.392271993902555,22.337705315274697,82.53813570148779
2024-03-07,4.761430264634916,17.43358046449389,56.868080427661496
2024-03-08,9.977976425505878,23.492710851340263,63.90178767927944
2024-03-09,8.660429131285364,27.56239273345413,54.46991858416318
2024-03-10,4.3006856148852455,20.283266680891167,85.43297491516145
2024-03-11,3.738470130918376,36.17780981508676,76.27735250295972
2024-03-12,3.021103300361111,21.126392985752357,64.19124607885927
2024-03-13,2.7277598365660434,22.344612021720145,83.50601560160803
2024-03-14,5.19300321068051,31.61749665261767,51.24411517106333
2024-03-15,9.368974358779456,20.226086666405248,87.85862231592401
2024-03-16,11.953873627887734,23.55635677638993,68.97806508792922
2024-03-17,9.658642009400904,34.07694338145015,83.70156932341494
2024-03-18,4.904069213905241,31.310607791448,54.70389570545955
2024-03-19,3.94859835489284,24.01680810544351,66.82354208510287
2024-03-20,2.151760438375985,27.89155659621454,51.05808921977612
2024-03-21,2.4394199614919403,19.035542153082872,65.02241647547258
