date,rainfall_mm,temperature_c,humidity_pct
2024-01-01,7.44513291180035,16.41861581315083,72.8379740829474
2024-01-02,1.6984846114667727,22.08028236242866,59.73435810520725
2024-01-03,5.0974210682628485,25.336969055631755,87.49368107361306
2024-01-04,0.558009439690035,23.65031846150664,74.86833281214912
2024-01-05,4.32526057973438,22.645595660304608,43.944839921305785
2024-01-06,6.2631190666853245,26.752007748198842,48.069514871537685
2024-01-07,8.240244714966916,28.549153979428013,66.80845331025057
2024-01-08,7.9528616737399735,18.427648988842105,45.89683214297042
2024-01-09,5.463750206498485,27.76256787884386,48.577072553345296
2024-01-10,8.119224908621852,28.24912549118855,46.91213762824739
2024-01-11,13.768393820520972,30.975238700879714,76.07004271764932
2024-01-12,2.2336443425958223,27.470983587401193,58.21715886098624
2024-01-13,1.4205537433744675,26.055168684571097,80.8949855071372
2024-01-14,5.427592764865646,29.079288329835144,43.794317369016305
2024-01-15,4.048947305530365,20.80156278028003,88.33628972469579
2024-01-16,7.795745564934658,30.54153350333542,86.81651054076609
2024-01-17,3.715580818584567,34.62398537738876,76.43560140424114
2024-01-18,2.3205964929011436,23.00053586812727,73.77338707928797
2024-01-19,2.6165974000027017,29.559472150763227,48.5040275539703
2024-01-20,0.6013405551643637,19.600046334448002,51.604236540624626
2024-01-21,1.7117455710723135,24.503661229983674,89.4326962056815
2024-01-22,0.11620986845594813,16.89197761608831,64.86952512031309
2024-01-23,6.298732796396779,31.371758379676205,76.93528369125968
2024-01-24,2.60206662129401,25.646788099788665,77.17217206958736
2024-01-25,3.127289537760519,35.682197593044755,46.21600296710005
2024-01-26,2.3826275710086318,20.157272080131374,40.07861822554065
2024-01-27,6.04811734705236,15.97924713495037,58.38119253275494
2024-01-28,5.684248794735288,24.856063496674185,53.81140416030718
2024-01-29,14.708624672763902,33.41495929621529,47.05446047701994
2024-01-30,3.629599574893904,29.963054407644655,58.572869321049
2024-01-31,1.5235638675258407,31.286596322307826,77.91127124348316
2024-02-01,6.632453032522506,33.03664622614518,62.372589893265676
2024-02-02,3.8030274772947403,25.884137300784772,52.544768176629205
2024-02-03,6.922976911072624,20.415894833312016,73.87730894391407
2024-02-04,0.7098620897567232,15.305383505279549,51.04747160101703
2024-02-05,4.934704976170531,24.553201188098665,60.03798461683408
2024-02-06,5.694827792030899,24.773084445094174,83.47831972500074
2024-02-07,2.257845746523646,27.672779562645538,74.57259904171772
2024-02-08,1.1311806905181652,24.787914403375026,58.34207100065589
2024-02-09,0.5299350115357966,30.938897972173564,79.05902765022631
2024-02-10,0.39621623398758016,23.612623180648068,45.03487133667165
2024-02-11,3.6851673023301883,24.05635134839504,43.523497546053974
2024-02-12,4.911366049602542,27.641842500378722,51.12394622157757
2024-02-13,24.869936080985113,34.935891846613345,65.71888802059316
2024-02-14,4.059192519399537,25.35167488055396,47.873520888170724
2024-02-15,1.6145921259192026,35.26407814014485,82.21985513179612
2024-02-16,6.329539111283696,27.828964678288223,51.50181196753694
2024-02-17,3.0761888089303104,21.230280813449458,71.56241541936578
2024-02-18,6.115648513173396,23.560875307802213,68.77585315092844
